input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(34.37),exhaust_ws_(45.57),case_agr_(26.71),case_mt_(44.24),merge_cond_(56.59),case_(64.68),LB_DP_(100.00),LB_V_(34.93),LB_v_(1.41),LB_DP2_(0.00),LB_T_(31.40),LB_C_(17.35),cl_mt_(23.79),cl_(5.27),cl_agr_(22.05),wh_(5.27),wh_agr_(14.33),wh_mt_(36.69)
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,3.097392793891153e-23,3.097392793891153e-23,-79.94629191090252,-79.94629191090252,rMerge,[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,0.999986280331289,0.999986280331289,-61.08040319937328,-61.08040319937328,xMerge,[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.6613567727634916e-25,2.6613567727634916e-25,-117.66618074675822,-117.66618074675822,xMerge,[.. [C] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,6.406822291489307e-09,6.406822291489307e-09,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP case_agr] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.616034741630868e-20,1.616034741630868e-20,-106.6521158810896,-106.6521158810896,iMerge,[.. [V [V] [DP case_agr]] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.3713261888624428e-05,1.3713261888624428e-05,-72.27753665190342,-72.27753665190342,rMerge,[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0.9974808396083832,0.9996583244672917,-86.81607740297875,-84.81607740297875,Label,[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,2,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0.002519157969307041,0.00034167520416862753,-92.7973856366231,-92.7973856366231,Label,[v [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,1,0,0,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,3.989099911335431e-14,5.4104448520531205e-15,-117.66618074675822,-117.66618074675822,xMerge,[.. [C] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,6.446612489942344e-34,8.743586807710075e-35,-163.23789342847454,-163.23789342847454,iMerge,[.. [T case] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,6.446612489942344e-34,8.743586807710075e-35,-163.23789342847454,-163.23789342847454,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.5557804879537787e-22,3.466423426681776e-23,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP case_agr] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,6.446612489942344e-34,8.743586807710075e-35,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.422269765004393e-09,3.285341874519406e-10,-106.6521158810896,-106.6521158810896,rMerge,[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0.00039353959163166997,0.00039353959163166997,-87.78622716956036,-87.78622716956036,xMerge,[.. [C] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.5213728206491776e-12,2.5213728206491776e-12,-106.6521158810896,-106.6521158810896,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0.99960645500654,0.99960645500654,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.5213728206491776e-12,2.5213728206491776e-12,-106.6521158810896,-106.6521158810896,iMerge,[.. [V [V] [DP case_agr]] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,5.396785525696916e-09,5.396785525696916e-09,-98.9833606220905,-98.9833606220905,rMerge,[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1.0,1.0,0.0,0.0,Agree,[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,4.090722674083995e-73,3.0226579323974245e-72,-166.6799901411889,-164.6799901411889,Label,[DP case_agr [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,7.842393475770468e-27,5.794788534235572e-26,-60.110253432791666,-58.110253432791666,Label,[T case [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,3.136309979762203e-40,3.136309979762203e-40,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,5.068455425348639e-60,5.068455425348639e-60,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP case_agr] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,3.224717404330677e-83,3.224717404330677e-83,-189.94371739866162,-189.94371739866162,iMerge,[.. [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.2784497026944783e-71,1.2784497026944783e-71,-163.23789342847454,-163.23789342847454,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.2784497026944783e-71,1.2784497026944783e-71,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.9044368420234132e-35,1.9044368420234132e-35,-79.94629191090252,-79.94629191090252,rMerge,[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.3157077253929344e-58,1.3157077253929298e-58,-166.6799901411889,-164.6799901411889,Label,[DP [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1.0,1.0,-33.40442946260458,-31.40442946260458,Label,[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.0087379659693253e-25,1.3651783833598272e-26,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.6301779637100886e-45,2.2062059644478858e-46,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.0371726316150184e-68,1.4036605186488097e-69,-189.94371739866162,-189.94371739866162,iMerge,[.. [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,4.11190463000056e-57,5.5648577774306295e-58,-163.23789342847454,-163.23789342847454,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,4.11190463000056e-57,5.5648577774306295e-58,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,6.12528021380527e-21,8.289665326389528e-22,-79.94629191090252,-79.94629191090252,rMerge,[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0.9999862867380235,0.9999862867380235,-34.374579229186196,-34.374579229186196,xMerge,[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.6160347519845158e-20,1.6160347519845158e-20,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,4.07623028089753e-32,4.07623028089753e-32,-106.6521158810896,-106.6521158810896,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,4.07623028089753e-32,4.07623028089753e-32,-106.6521158810896,-106.6521158810896,iMerge,[.. [V [V] [DP case_agr]] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.3713261976482956e-05,1.3713261976482956e-05,-45.57171268171633,-45.57171268171633,rMerge,[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0.9999992129560626,0.9999992129560625,-19.349448488601684,-17.349448488601684,Label,[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,7.87043937454673e-07,7.870439374546758e-07,-33.40442946260458,-31.40442946260458,Label,[T [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.2830216833102291e-51,1.7363810290950544e-52,-136.53206945828745,-136.53206945828745,iMerge,[.. [C] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.2830216833102291e-51,1.7363810290950544e-52,-136.53206945828745,-136.53206945828745,iMerge,[.. [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.2830216833102291e-51,1.7363810290950544e-52,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,3.2362496104337414e-63,4.379787576524279e-64,-163.23789342847454,-163.23789342847454,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,3.2362496104337414e-63,4.379787576524279e-64,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,4.820864657486501e-27,6.524330838663114e-28,-79.94629191090252,-79.94629191090252,rMerge,[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.1784466414744136e-15,1.1784466414744136e-15,-79.94629191090252,-79.94629191090252,iMerge,[.. [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.1784466414744136e-15,1.1784466414744136e-15,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.972473134319098e-27,2.972473134319098e-27,-106.6521158810896,-106.6521158810896,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.972473134319098e-27,2.972473134319098e-27,-106.6521158810896,-106.6521158810896,iMerge,[.. [V [V] [DP case_agr]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0.9999999999999976,0.9999999999999976,-45.57171268171633,-45.57171268171633,rMerge,[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[DP case_agr,wh,cl]",0,5.214875427538791e-05,5.214875427538791e-05,-44.235923629855684,-44.235923629855684,mtAgree,"[DP wh,cl]",0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[DP case_agr,wh,cl]",1,0.9999341386988777,0.9999341386988777,-34.374579229186196,-34.374579229186196,xMerge,"[.. [V] [DP case_agr,wh,cl]]",1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[DP case_agr,wh,cl]",0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,"[.. [v case] [DP case_agr,wh,cl]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[DP case_agr,wh,cl]",0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,"[.. [T case] [DP case_agr,wh,cl]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[DP case_agr,wh,cl]",0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,"[.. [C cl_agr] [DP case_agr,wh,cl]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[DP case_agr,wh,cl]",0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,"[.. [DP2 case_agr] [DP case_agr,wh,cl]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[DP case_agr,wh,cl]",0,1.3712546846953831e-05,1.3712546846953831e-05,-45.57171268171633,-45.57171268171633,rMerge,"[DP case_agr,wh,cl]",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[.. [V] [DP case_agr,wh,cl]]",1,0.9776300970825024,0.9995810814061549,-76.16881110004823,-72.16881110004823,Label,"[V [V] [DP case_agr,wh,cl]]",0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofDefault_[.. [V] [DP case_agr,wh,cl]]",0,5.913325193218333e-12,8.182504706680692e-13,-102.0,-100.0,Label,"[DP case_agr,wh,cl [V] [DP case_agr,wh,cl]]",0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[.. [V] [DP case_agr,wh,cl]]",0,3.68373089992229e-07,6.898480390302145e-09,-90.96035677657113,-90.96035677657113,xMerge,"[.. [v case] [.. [V] [DP case_agr,wh,cl]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[.. [V] [DP case_agr,wh,cl]]",0,3.68373089992229e-07,6.898480390302145e-09,-90.96035677657113,-90.96035677657113,xMerge,"[.. [T case] [.. [V] [DP case_agr,wh,cl]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[.. [V] [DP case_agr,wh,cl]]",0,3.68373089992229e-07,6.898480390302145e-09,-90.96035677657113,-90.96035677657113,xMerge,"[.. [C cl_agr] [.. [V] [DP case_agr,wh,cl]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[.. [V] [DP case_agr,wh,cl]]",0,3.68373089992229e-07,6.898480390302145e-09,-90.96035677657113,-90.96035677657113,xMerge,"[.. [DP2 case_agr] [.. [V] [DP case_agr,wh,cl]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[.. [V] [DP case_agr,wh,cl]]",0,5.9531187879111325e-27,1.1148336926676854e-28,-136.53206945828745,-136.53206945828745,iMerge,"[.. [V] [.. [V] [DP case_agr,wh,cl]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[.. [V] [DP case_agr,wh,cl]]",0,5.9531187879111325e-27,1.1148336926676854e-28,-136.53206945828745,-136.53206945828745,iMerge,"[.. [DP case_agr,wh,cl] [.. [V] [DP case_agr,wh,cl]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[.. [V] [DP case_agr,wh,cl]]",0,0.022368429419224647,0.0004188909991053745,-79.94629191090252,-79.94629191090252,rMerge,"[.. [V] [DP case_agr,wh,cl]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofDefault_[V [V] [DP case_agr,wh,cl]]",1,0.9869975532345779,0.9997453171799684,-75.61572039193953,-71.61572039193953,xMerge,"[.. [v case] [V [V] [DP case_agr,wh,cl]]]",1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofDefault_[V [V] [DP case_agr,wh,cl]]",0,2.626788661672051e-25,2.6607154750503456e-25,-132.20149793932447,-128.20149793932447,xMerge,"[.. [T case] [V [V] [DP case_agr,wh,cl]]]",1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
