input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(45.87),exhaust_ws_(54.19),case_agr_(30.62),case_mt_(59.20),merge_cond_(62.43),case_(72.84),LB_DP_(100.00),LB_V_(61.96),LB_v_(25.67),LB_DP2_(10.82),LB_T_(45.35),LB_C_(0.00),foc_(20.01),wh_(6.78)
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,5.022437771863557e-14,5.022437771863557e-14,-130.67950063232442,-130.67950063232442,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0.9991362929827252,0.9991362929827252,-100.05808883839221,-100.05808883839221,iMerge,[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,5.022437771863557e-14,5.022437771863557e-14,-130.67950063232442,-130.67950063232442,iMerge,[.. [V [V] [DP case_agr]] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.1029257864480112e-07,2.1029257864480112e-07,-115.43199080239883,-115.43199080239883,rMerge,[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1.0,1.0,0.0,0.0,Agree,[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,8.677825723555565e-76,8.677825723555565e-76,-172.83569606293167,-172.83569606293167,Label,[DP case_agr [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.0095620406309389e-33,1.0095620406309389e-33,-75.97579145512972,-75.97579145512972,Label,[T case [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,9.290072371962274e-48,9.290072371962274e-48,-108.29513812061069,-108.29513812061069,xMerge,[.. [C] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.7162065806660496e-71,2.7162065806660496e-71,-162.4843053351451,-162.4843053351451,iMerge,[.. [DP case_agr] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,6.863449722969736e-98,6.863449722969736e-98,-223.7271289230095,-223.7271289230095,iMerge,[.. [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.365377138507889e-84,1.365377138507889e-84,-193.10571712907733,-193.10571712907733,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.365377138507889e-84,1.365377138507889e-84,-193.10571712907733,-193.10571712907733,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,3.510137650395797e-44,3.510137650395797e-44,-100.05808883839221,-100.05808883839221,rMerge,[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,4.32083558468192e-56,4.32083558468192e-56,-172.83569606293167,-172.83569606293167,Label,[DP [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1.0,1.0,-45.35437966119751,-45.35437966119751,Label,[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,4.625683502733223e-28,4.625683502733223e-28,-108.29513812061069,-108.29513812061069,xMerge,[.. [C] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.3524450044244914e-51,1.3524450044244914e-51,-162.4843053351451,-162.4843053351451,iMerge,[.. [DP] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,3.4174272152278283e-78,3.4174272152278283e-78,-223.7271289230095,-223.7271289230095,iMerge,[.. [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,6.798442737288382e-65,6.798442737288382e-65,-193.10571712907733,-193.10571712907733,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,6.798442737288382e-65,6.798442737288382e-65,-193.10571712907733,-193.10571712907733,iMerge,[.. [V [V] [DP case_agr]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.7477566558858807e-24,1.7477566558858807e-24,-100.05808883839221,-100.05808883839221,rMerge,[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0.9997565232486674,0.9997565232486674,-45.86892162385779,-45.86892162385779,xMerge,[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.9230614561275547e-24,2.9230614561275547e-24,-100.05808883839221,-100.05808883839221,iMerge,[.. [DP] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.4693585219396438e-37,1.4693585219396438e-37,-130.67950063232442,-130.67950063232442,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.4693585219396438e-37,1.4693585219396438e-37,-130.67950063232442,-130.67950063232442,iMerge,[.. [V [V] [DP case_agr]] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0.00024347675133263005,0.00024347675133263005,-54.18916721453442,-54.18916721453442,rMerge,[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1.0,1.0,0.0,0.0,Label,[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.008367491306519e-20,2.008367491306519e-20,-45.35437966119751,-45.35437966119751,Label,[T [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.7162065806660496e-71,2.7162065806660496e-71,-162.4843053351451,-162.4843053351451,iMerge,[.. [C] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.7162065806660496e-71,2.7162065806660496e-71,-162.4843053351451,-162.4843053351451,iMerge,[.. [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.7162065806660496e-71,2.7162065806660496e-71,-162.4843053351451,-162.4843053351451,iMerge,[.. [DP] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.365377138507889e-84,1.365377138507889e-84,-193.10571712907733,-193.10571712907733,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.365377138507889e-84,1.365377138507889e-84,-193.10571712907733,-193.10571712907733,iMerge,[.. [V [V] [DP case_agr]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,3.510137650395797e-44,3.510137650395797e-44,-100.05808883839221,-100.05808883839221,rMerge,[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.2005505413262898e-20,1.2005505413262898e-20,-100.05808883839221,-100.05808883839221,iMerge,[.. [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.2005505413262898e-20,1.2005505413262898e-20,-100.05808883839221,-100.05808883839221,iMerge,[.. [DP] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,6.034902773662582e-34,6.034902773662582e-34,-130.67950063232442,-130.67950063232442,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,6.034902773662582e-34,6.034902773662582e-34,-130.67950063232442,-130.67950063232442,iMerge,[.. [V [V] [DP case_agr]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1.0,1.0,-54.18916721453442,-54.18916721453442,rMerge,[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[DP case_agr],0,1.617999557271569e-06,1.617999557271569e-06,-59.20299651241529,-59.20299651241529,mtAgree,[DP],0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[DP case_agr],1,0.9997549056430554,0.9997549056430554,-45.86892162385779,-45.86892162385779,xMerge,[.. [V] [DP case_agr]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[DP case_agr],0,7.7362802380545755e-28,7.7362802380545755e-28,-108.29513812061069,-108.29513812061069,xMerge,"[.. [v case,foc] [DP case_agr]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[DP case_agr],0,7.7362802380545755e-28,7.7362802380545755e-28,-108.29513812061069,-108.29513812061069,xMerge,[.. [DP2 case_agr] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[DP case_agr],0,7.7362802380545755e-28,7.7362802380545755e-28,-108.29513812061069,-108.29513812061069,xMerge,[.. [T case] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[DP case_agr],0,7.7362802380545755e-28,7.7362802380545755e-28,-108.29513812061069,-108.29513812061069,xMerge,[.. [C] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[DP case_agr],0,0.00024347635738735418,0.00024347635738735418,-54.18916721453442,-54.18916721453442,rMerge,[DP case_agr],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],1,0.9988384084204117,0.9988384084204117,-92.57815978627681,-92.57815978627681,Label,[V [V] [DP case_agr]],0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,0.0005973529098350548,0.0005973529098350548,-100.0,-100.0,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,1.4917576414409317e-07,1.4917576414409317e-07,-108.29513812061069,-108.29513812061069,xMerge,"[.. [v case,foc] [.. [V] [DP case_agr]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,1.4917576414409317e-07,1.4917576414409317e-07,-108.29513812061069,-108.29513812061069,xMerge,[.. [DP2 case_agr] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,1.4917576414409317e-07,1.4917576414409317e-07,-108.29513812061069,-108.29513812061069,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,1.4917576414409317e-07,1.4917576414409317e-07,-108.29513812061069,-108.29513812061069,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,4.361561202332018e-31,4.361561202332018e-31,-162.4843053351451,-162.4843053351451,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,4.361561202332018e-31,4.361561202332018e-31,-162.4843053351451,-162.4843053351451,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,0.0005636419666966952,0.0005636419666966952,-100.05808883839221,-100.05808883839221,rMerge,[.. [V] [DP case_agr]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[V [V] [DP case_agr]],1,0.9997565231905317,0.9997565231905317,-76.49033341779,-76.49033341779,xMerge,"[.. [v case,foc] [V [V] [DP case_agr]]]",1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[V [V] [DP case_agr]],0,7.7362927549230745e-28,7.7362927549230745e-28,-138.91654991454288,-138.91654991454288,xMerge,[.. [DP2 case_agr] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[V [V] [DP case_agr]],0,7.7362927549230745e-28,7.7362927549230745e-28,-138.91654991454288,-138.91654991454288,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[V [V] [DP case_agr]],0,7.7362927549230745e-28,7.7362927549230745e-28,-138.91654991454288,-138.91654991454288,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[V [V] [DP case_agr]],0,5.814978542148245e-11,5.814978542148245e-11,-100.05808883839221,-100.05808883839221,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
phrasal_[V [V] [DP case_agr]],0,0.00024347675131847535,0.00024347675131847535,-84.81057900846662,-84.81057900846662,rMerge,[V [V] [DP case_agr]],0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",1,1.0,1.0,-86.91628758197493,-86.91628758197493,Label,"[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,0,2,0,0,0,0,0,1,0.0,0,0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,1.6480949184458542e-43,1.6480949184458542e-43,-185.42782655474588,-185.42782655474588,Label,"[V [v case,foc] [V [V] [DP case_agr]]]",0,0,1,0,0,1,0,1,0,0.0,0,0,1.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,2.609594398266006e-23,2.609594398266006e-23,-138.91654991454288,-138.91654991454288,xMerge,"[.. [DP2 case_agr] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,2.609594398266006e-23,2.609594398266006e-23,-138.91654991454288,-138.91654991454288,xMerge,"[.. [T case] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,2.609594398266006e-23,2.609594398266006e-23,-138.91654991454288,-138.91654991454288,xMerge,"[.. [C] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,7.629862495831123e-47,7.629862495831123e-47,-193.10571712907733,-193.10571712907733,iMerge,"[.. [v case,foc] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,7.629862495831123e-47,7.629862495831123e-47,-193.10571712907733,-193.10571712907733,iMerge,"[.. [V [V] [DP case_agr]] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,1.5178431025585714e-33,1.5178431025585714e-33,-162.4843053351451,-162.4843053351451,iMerge,"[.. [DP case_agr] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,9.860026039474797e-20,9.860026039474797e-20,-130.67950063232442,-130.67950063232442,rMerge,"[.. [v case,foc] [V [V] [DP case_agr]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,0.0008634967245957252,0.0008634967245957252,-107.1117452117222,-107.1117452117222,xMerge,"[.. [DP2 case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,6.681890339730658e-31,6.681890339730658e-31,-169.5379617084751,-169.5379617084751,xMerge,"[.. [T case] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,0,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,6.681890339730658e-31,6.681890339730658e-31,-169.5379617084751,-169.5379617084751,xMerge,"[.. [C] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,0,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,5.0224377718638086e-14,5.0224377718638086e-14,-130.67950063232442,-130.67950063232442,iMerge,"[.. [V [V] [DP case_agr]] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",1,0.9991362929827753,0.9991362929827753,-100.05808883839221,-100.05808883839221,iMerge,"[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,2.1029257864481166e-07,2.1029257864481166e-07,-115.43199080239883,-115.43199080239883,rMerge,"[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,1,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,1.0,1.0,0.0,0.0,Agree,"[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.7638184680684008e-84,1.7638184680684008e-84,-192.84966676846904,-192.84966676846904,Label,"[DP case_agr [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,0,0,0,1,1,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,3.559967931466759e-25,3.559967931466759e-25,-56.29487578804273,-56.29487578804273,Label,"[v case,foc [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,9.290072371962274e-48,9.290072371962274e-48,-108.29513812061069,-108.29513812061069,xMerge,"[.. [DP2 case_agr] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,9.290072371962274e-48,9.290072371962274e-48,-108.29513812061069,-108.29513812061069,xMerge,"[.. [T case] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,9.290072371962274e-48,9.290072371962274e-48,-108.29513812061069,-108.29513812061069,xMerge,"[.. [C] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,2.7162065806660496e-71,2.7162065806660496e-71,-162.4843053351451,-162.4843053351451,iMerge,"[.. [DP case_agr] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
