input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(45.87),exhaust_ws_(54.19),case_agr_(30.62),case_mt_(59.20),merge_cond_(62.43),case_(72.84),LB_DP_(100.00),LB_V_(61.96),LB_v_(25.67),LB_DP2_(10.82),LB_T_(45.35),LB_C_(0.00),foc_(20.01),wh_(6.78)
remnant_[DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,3.6242075161973775e-15,3.6242075161973775e-15,-146.86727192007857,-146.86727192007857,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,0.0015711799669939875,0.0015711799669939875,-120.07205954392957,-120.07205954392957,iMerge,[.. [V wh [V wh] [DP foc]] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],1,0.9955688404241355,0.9955688404241355,-113.62057217961548,-113.62057217961548,iMerge,[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2.0
remnant_[DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,6.963374173690421e-07,6.963374173690421e-07,-127.79356267236979,-127.79356267236979,rMerge,[DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,3.0,2.0
remnant_[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,5.199499347989418e-47,5.199499347989418e-47,-150.9651368057671,-150.9651368057671,Label,[DP foc [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,3.0
remnant_[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,1.0,1.0,-44.392199776766375,-44.392199776766375,Label,[DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,2.0
remnant_[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,2.2761182650928855e-34,2.2761182650928855e-34,-121.85762146183396,-121.85762146183396,xMerge,[.. [T case] [.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0
remnant_[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,2.2761182650928855e-34,2.2761182650928855e-34,-121.85762146183396,-121.85762146183396,xMerge,[.. [C] [.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0
remnant_[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,6.654853872482398e-58,6.654853872482398e-58,-176.04678867636838,-176.04678867636838,iMerge,[.. [DP foc] [.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0
remnant_[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,5.588141679339165e-84,5.588141679339165e-84,-236.08870079298046,-236.08870079298046,iMerge,[.. [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]] [.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,3.0,2.0
remnant_[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,2.422592034275721e-72,2.422592034275721e-72,-209.29348841683145,-209.29348841683145,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,1.0502511391640398e-60,1.0502511391640398e-60,-182.49827604068247,-182.49827604068247,iMerge,[.. [V wh [V wh] [DP foc]] [.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,8.600028179725082e-31,8.600028179725082e-31,-113.62057217961548,-113.62057217961548,rMerge,[.. [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2.0
remnant_[DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,1.6179995572715554e-06,1.6179995572715554e-06,-92.77945055917593,-92.77945055917593,mtAgree,[DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,0,0,1,0,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],1,0.9997549056430541,0.9997549056430541,-79.44537567061842,-79.44537567061842,xMerge,[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,7.736280238054566e-28,7.736280238054566e-28,-141.87159216737132,-141.87159216737132,xMerge,[.. [C] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,1.4381172049646343e-15,1.4381172049646343e-15,-113.62057217961548,-113.62057217961548,iMerge,[.. [DP foc] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2.0
remnant_[DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,5.235233337742012e-30,5.235233337742012e-30,-146.86727192007857,-146.86727192007857,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,2.2695978930670455e-18,2.2695978930670455e-18,-120.07205954392957,-120.07205954392957,iMerge,[.. [V wh [V wh] [DP foc]] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,0.00024347635738735385,0.00024347635738735385,-87.76562126129505,-87.76562126129505,rMerge,[DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,1.0,1.0,-33.57645404676063,-33.57645404676063,Agree,[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,2.3287353534187872e-45,2.3287353534187872e-45,-136.34745787803934,-136.34745787803934,Label,[T case [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,0,1,0,0,0,0,0,0,0.0,1,0,2.0,3.0
remnant_[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,4.684253889548798e-37,4.684253889548798e-37,-117.22789583969806,-117.22789583969806,Label,[DP2 case_agr [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,0,0,0,0,1,0,0,0,1.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,9.290072371962273e-48,9.290072371962273e-48,-141.87159216737132,-141.87159216737132,xMerge,[.. [C] [.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,2.7162065806660496e-71,2.7162065806660496e-71,-196.06075938190574,-196.06075938190574,iMerge,[.. [T case] [.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,2.7162065806660496e-71,2.7162065806660496e-71,-196.06075938190574,-196.06075938190574,iMerge,[.. [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]] [.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,1.3363488229039607e-62,1.3363488229039607e-62,-176.04678867636838,-176.04678867636838,iMerge,[.. [DP foc] [.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0
remnant_[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,4.8647619848837394e-77,4.8647619848837394e-77,-209.29348841683145,-209.29348841683145,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,2.108989769675999e-65,2.108989769675999e-65,-182.49827604068247,-182.49827604068247,iMerge,[.. [V wh [V wh] [DP foc]] [.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,3.5101376503958464e-44,3.5101376503958464e-44,-133.63454288515283,-133.63454288515283,rMerge,[.. [T case] [DP2 case_agr [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,0.9999898887287598,0.9999898887287598,-105.72604608410715,-105.72604608410715,Label,[T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0,2.0,3.0
remnant_[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,1.0111270482389765e-05,1.0111270482389765e-05,-117.22789583969806,-117.22789583969806,Label,[DP2 [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,0,0,0,0,1,0,0,0,1.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,2.0053232973444755e-16,2.0053232973444755e-16,-141.87159216737132,-141.87159216737132,xMerge,[.. [C] [.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,5.863110768704919e-40,5.863110768704919e-40,-196.06075938190574,-196.06075938190574,iMerge,[.. [T case] [.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,5.863110768704919e-40,5.863110768704919e-40,-196.06075938190574,-196.06075938190574,iMerge,[.. [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]] [.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,2.8845969338580534e-31,2.8845969338580534e-31,-176.04678867636838,-176.04678867636838,iMerge,[.. [DP foc] [.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0
remnant_[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,1.0500909092770125e-45,1.0500909092770125e-45,-209.29348841683145,-209.29348841683145,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,4.552393296478848e-34,4.552393296478848e-34,-182.49827604068247,-182.49827604068247,iMerge,[.. [V wh [V wh] [DP foc]] [.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,7.576863263701358e-13,7.576863263701358e-13,-133.63454288515283,-133.63454288515283,rMerge,[.. [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],1,0.9997548321942825,0.9997548321942825,-106.24058804676743,-106.24058804676743,xMerge,[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,2.0,3.0
remnant_[T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,1.2672143670892658e-12,1.2672143670892658e-12,-133.63454288515283,-133.63454288515283,iMerge,[.. [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,7.075404744770234e-07,7.075404744770234e-07,-120.40181385022711,-120.40181385022711,iMerge,[.. [DP foc] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0
remnant_[T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,2.269597726327034e-18,2.269597726327034e-18,-146.86727192007857,-146.86727192007857,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,9.839244758483456e-07,9.839244758483456e-07,-120.07205954392957,-120.07205954392957,iMerge,[.. [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,0.00024347633949993387,0.00024347633949993387,-114.56083363744405,-114.56083363744405,rMerge,[T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,2.0,3.0
remnant_[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,0.9999999912932505,0.9999999912932505,-87.16687879905864,-87.16687879905864,Label,[C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,1,3.0,4.0
remnant_[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,8.706749619402081e-09,8.706749619402081e-09,-105.72604608410715,-105.72604608410715,Label,[T [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0,2.0,3.0
remnant_[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,1.1775400027535185e-59,1.1775400027535185e-59,-222.85597175805475,-222.85597175805475,iMerge,[.. [C] [.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,3.0
remnant_[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,1.1775400027535185e-59,1.1775400027535185e-59,-222.85597175805475,-222.85597175805475,iMerge,[.. [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]] [.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,3.0
remnant_[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,5.104915362577269e-48,5.104915362577269e-48,-196.06075938190574,-196.06075938190574,iMerge,[.. [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]] [.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,2.8502945765201637e-42,2.8502945765201637e-42,-182.82803034698003,-182.82803034698003,iMerge,[.. [DP foc] [.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,3.0
remnant_[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,9.142971071745661e-54,9.142971071745661e-54,-209.29348841683145,-209.29348841683145,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,3.963694938143212e-42,3.963694938143212e-42,-182.49827604068247,-182.49827604068247,iMerge,[.. [V wh [V wh] [DP foc]] [.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,1.5217279598441628e-32,1.5217279598441628e-32,-160.42975526130186,-160.42975526130186,rMerge,[.. [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,3.0
remnant_[C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,2.9683876306787377e-18,2.9683876306787377e-18,-160.42975526130186,-160.42975526130186,iMerge,[.. [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,3.0
remnant_[C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,1.2868664828797791e-06,1.2868664828797791e-06,-133.63454288515283,-133.63454288515283,iMerge,[.. [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,0.0008154152923629989,0.0008154152923629989,-127.18305552083875,-127.18305552083875,iMerge,[.. [DP foc] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,4.0
remnant_[C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,2.3047949261647494e-12,2.3047949261647494e-12,-146.86727192007857,-146.86727192007857,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],1,0.999183297268518,0.999183297268518,-120.07205954392957,-120.07205954392957,iMerge,[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,5.703314082483408e-10,5.703314082483408e-10,-141.35604601359307,-141.35604601359307,rMerge,[C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,3.0,4.0
remnant_[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,5.364621757369964e-16,5.364621757369964e-16,-81.97071869788198,-81.97071869788198,Label,[V wh [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0.0
