input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(32.18),exhaust_ws_(42.85),case_agr_(26.24),case_mt_(41.64),merge_cond_(46.89),case_(46.22),LB_DP_(77.43),LB_V_(33.39),LB_v_(0.00),LB_DP2_(0.00),LB_T_(11.35),LB_C_(0.00),cl_mt_(17.04),cl_(3.75),cl_agr_(10.89),wh_(3.75)
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,4.508924862827169e-65,4.508924862827169e-65,-148.16197230913474,-148.16197230913474,iMerge,[.. [V [V] [DP case_agr]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,2.606926065951838e-33,2.606926065951838e-33,-75.0271362940733,-75.0271362940733,rMerge,[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0.9999999999999993,0.9999999999999993,-14.550270904343137,-11.350270904343136,Label,[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,7.186076467683085e-16,7.186076467683097e-16,-49.41948706241039,-46.21948706241039,Label,[DP2 [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,0,0,0,1,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,9.525155387687048e-29,3.882663268385329e-30,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,2.343385996888854e-47,9.552157800523041e-49,-121.92017338438232,-121.92017338438232,iMerge,[.. [T case] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,2.343385996888854e-47,9.552157800523041e-49,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,2.343385996888854e-47,9.552157800523041e-49,-121.92017338438232,-121.92017338438232,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,2.343385996888854e-47,9.552157800523041e-49,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,9.401028346508367e-59,3.832066350667765e-60,-148.16197230913474,-148.16197230913474,iMerge,[.. [V [V] [DP case_agr]] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,5.435394598236439e-27,2.2155866331622336e-28,-75.0271362940733,-75.0271362940733,rMerge,[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0.9999767830735894,0.9999767830735894,-32.178265276313816,-32.178265276313816,xMerge,[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,2.460150512292745e-19,2.460150512292745e-19,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,2.460150512292745e-19,2.460150512292745e-19,-75.0271362940733,-75.0271362940733,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,2.460150512292745e-19,2.460150512292745e-19,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,9.869455878564819e-31,9.869455878564819e-31,-101.26893521882572,-101.26893521882572,iMerge,[.. [V [V] [DP case_agr]] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,2.321692641072974e-05,2.321692641072974e-05,-42.848871017759485,-42.848871017759485,rMerge,[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0.9999882338367932,0.9999882338367932,-3.2,0.0,Label,[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.1766163206687782e-05,1.1766163206687794e-05,-14.550270904343137,-11.350270904343136,Label,[T [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,2.7572662095661024e-52,1.123922476569901e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [C] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,2.7572662095661024e-52,1.123922476569901e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,2.7572662095661024e-52,1.123922476569901e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,2.7572662095661024e-52,1.123922476569901e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,2.7572662095661024e-52,1.123922476569901e-53,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.1061403383571571e-63,4.508871810081346e-65,-148.16197230913474,-148.16197230913474,iMerge,[.. [V [V] [DP case_agr]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,6.395373993559916e-32,2.606895392434278e-33,-75.0271362940733,-75.0271362940733,rMerge,[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.059636606831677e-14,1.059636606831677e-14,-75.0271362940733,-75.0271362940733,iMerge,[.. [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.059636606831677e-14,1.059636606831677e-14,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.059636606831677e-14,1.059636606831677e-14,-75.0271362940733,-75.0271362940733,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.059636606831677e-14,1.059636606831677e-14,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,4.2509743555043595e-26,4.2509743555043595e-26,-101.26893521882572,-101.26893521882572,iMerge,[.. [V [V] [DP case_agr]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
acc_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0.9999999999999575,0.9999999999999575,-42.848871017759485,-42.848871017759485,rMerge,[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],0,7.771522534583666e-05,7.771522534583666e-05,-41.64062371026213,-41.64062371026213,mtAgree,[DP],0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],1,0.9998990696525522,0.9998990696525522,-32.178265276313816,-32.178265276313816,xMerge,[.. [V] [DP case_agr]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],0,4.310909605139349e-21,4.310909605139349e-21,-79.07130236662283,-79.07130236662283,xMerge,[.. [v] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],0,4.310909605139349e-21,4.310909605139349e-21,-79.07130236662283,-79.07130236662283,xMerge,[.. [T case] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],0,4.310909605139349e-21,4.310909605139349e-21,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[DP case_agr],0,2.321512210206189e-05,2.321512210206189e-05,-42.848871017759485,-42.848871017759485,rMerge,[DP case_agr],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],1,0.9999997829573845,0.9999997651408904,-59.629232452818044,-59.629232452818044,Label,[V [V] [DP case_agr]],0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,7.571008347778324e-10,1.8573598760527433e-08,-80.63075690399613,-77.43075690399613,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,3.6009428217314784e-09,3.600942757575288e-09,-79.07130236662283,-79.07130236662283,xMerge,[.. [v] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,3.6009428217314784e-09,3.600942757575288e-09,-79.07130236662283,-79.07130236662283,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,3.6009428217314784e-09,3.600942757575288e-09,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,8.859067007926307e-28,8.859066850088758e-28,-121.92017338438232,-121.92017338438232,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,8.859067007926307e-28,8.859066850088758e-28,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [V] [DP case_agr]],0,2.054826862677594e-07,2.0548268260677756e-07,-75.0271362940733,-75.0271362940733,rMerge,[.. [V] [DP case_agr]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[V [V] [DP case_agr]],1,0.9999767217510631,0.9999767217510631,-58.42006420106623,-58.42006420106623,xMerge,[.. [v] [V [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[V [V] [DP case_agr]],0,4.311244390106582e-21,4.311244390106582e-21,-105.31310129137526,-105.31310129137526,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[V [V] [DP case_agr]],0,4.311244390106582e-21,4.311244390106582e-21,-105.31310129137526,-105.31310129137526,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[V [V] [DP case_agr]],0,6.132394983522575e-08,6.132394983522575e-08,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[V [V] [DP case_agr]],0,2.3216924986975943e-05,2.3216924986975943e-05,-69.09066994251191,-69.09066994251191,rMerge,[V [V] [DP case_agr]],0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],1,0.9992123231102499,0.9992123231102499,-52.48359784950483,-52.48359784950483,Label,[v [v] [V [V] [DP case_agr]]],0,0,2,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,0.0007876768897500366,0.0007876768897500366,-59.629232452818044,-59.629232452818044,Label,[V [v] [V [V] [DP case_agr]]],0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,1.1378786661016065e-23,1.1378786661016065e-23,-105.31310129137526,-105.31310129137526,xMerge,[.. [T case] [.. [v] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,1.1378786661016065e-23,1.1378786661016065e-23,-105.31310129137526,-105.31310129137526,xMerge,[.. [C] [.. [v] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,2.799417777213399e-42,2.799417777213399e-42,-148.16197230913474,-148.16197230913474,iMerge,[.. [v] [.. [v] [V [V] [DP case_agr]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,2.799417777213399e-42,2.799417777213399e-42,-148.16197230913474,-148.16197230913474,iMerge,[.. [V [V] [DP case_agr]] [.. [v] [V [V] [DP case_agr]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,6.978083861432128e-31,6.978083861432128e-31,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP case_agr] [.. [v] [V [V] [DP case_agr]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [v] [V [V] [DP case_agr]]],0,6.493142949848589e-22,6.493142949848589e-22,-101.26893521882572,-101.26893521882572,rMerge,[.. [v] [V [V] [DP case_agr]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[v [v] [V [V] [DP case_agr]]],0,6.541282301002771e-05,6.541282301002771e-05,-84.66186312581866,-84.66186312581866,xMerge,[.. [T case] [v [v] [V [V] [DP case_agr]]]],1,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[v [v] [V [V] [DP case_agr]]],0,2.82017231110325e-25,2.82017231110325e-25,-131.5549002161277,-131.5549002161277,xMerge,[.. [C] [v [v] [V [V] [DP case_agr]]]],1,0,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[v [v] [V [V] [DP case_agr]]],0,4.011466056752939e-12,4.011466056752939e-12,-101.26893521882572,-101.26893521882572,iMerge,[.. [V [V] [DP case_agr]] [v [v] [V [V] [DP case_agr]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[v [v] [V [V] [DP case_agr]]],1,0.9999345856542586,0.9999345856542586,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[v [v] [V [V] [DP case_agr]]],0,1.518719958151431e-09,1.518719958151431e-09,-95.33246886726431,-95.33246886726431,rMerge,[v [v] [V [V] [DP case_agr]]],0,1,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.3942840541239142e-24,5.873784585825249e-23,-80.63075690399613,-77.43075690399613,Label,[DP case_agr [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1.0,1.0,-26.241798924752416,-26.241798924752416,Label,[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.1387756533663895e-23,1.1387756533663895e-23,-79.07130236662283,-79.07130236662283,xMerge,[.. [T case] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.1387756533663895e-23,1.1387756533663895e-23,-79.07130236662283,-79.07130236662283,xMerge,[.. [C] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.801624552126866e-42,2.801624552126866e-42,-121.92017338438232,-121.92017338438232,iMerge,[.. [DP case_agr] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,4.508924862827234e-65,4.508924862827234e-65,-174.40377123388714,-174.40377123388714,iMerge,[.. [v [v] [V [V] [DP case_agr]]] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.1239357009807926e-53,1.1239357009807926e-53,-148.16197230913474,-148.16197230913474,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,6.498261480240127e-22,6.498261480240127e-22,-75.0271362940733,-75.0271362940733,rMerge,[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,0.9999767217510631,0.9999767217510631,-58.42006420106623,-58.42006420106623,xMerge,[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,4.311244390106582e-21,4.311244390106582e-21,-105.31310129137526,-105.31310129137526,xMerge,[.. [C] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,6.132394983522575e-08,6.132394983522575e-08,-75.0271362940733,-75.0271362940733,iMerge,[.. [DP case_agr] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.4601503614265984e-19,2.4601503614265984e-19,-101.26893521882572,-101.26893521882572,iMerge,[.. [V [V] [DP case_agr]] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.3216924986975943e-05,2.3216924986975943e-05,-69.09066994251191,-69.09066994251191,rMerge,[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0.9956247955854797,0.9998209053899454,-67.03386875384797,-63.833868753847966,Label,[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,2,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0.004375204414518978,0.0001790946100546721,-72.4612859871628,-72.4612859871628,Label,[v [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,1,0,0,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0
