input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,merge_cond_(27.54),exhaust_ws_(47.81),label_cons_(34.17),case_agr_(27.94),wh_agr_(11.27),foc_agr_(0.00),cl_agr_(17.34),case_(59.53),wh_(5.40),foc_(0.00),cl_(5.40),case_mt_(43.90),wh_mt_(34.87),foc_mt_(0.00),cl_mt_(24.45),LB_DP_(100.00),LB_V_(35.79),LB_v_(0.34),LB_T_(23.44),LB_C_(13.68),LB_DP2_(0.00)
"eweMatrix_[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,0.9999999961064884,0.9999999999286864,-62.61404549935483,-58.61404549935483,rMerge,"[C [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[DP case_agr,wh,cl]",0,8.037136434335739e-06,5.9383802646691825e-05,-45.897396249527816,-43.897396249527816,mtAgree,"[DP wh,cl]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
"eweDefault_[DP case_agr,wh,cl]",1,0.9999907782218888,0.9999394316165042,-34.16596776824966,-34.16596776824966,xMerge,"[.. [V] [DP case_agr,wh,cl]]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[DP case_agr,wh,cl]",0,1.0968157114895863e-12,1.0967593932067141e-12,-61.70456848834958,-61.70456848834958,xMerge,"[.. [v case] [DP case_agr,wh,cl]]",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[DP case_agr,wh,cl]",0,1.0968157114895863e-12,1.0967593932067141e-12,-61.70456848834958,-61.70456848834958,xMerge,"[.. [T case] [DP case_agr,wh,cl]]",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[DP case_agr,wh,cl]",0,1.0968157114895863e-12,1.0967593932067141e-12,-61.70456848834958,-61.70456848834958,xMerge,"[.. [C cl_agr] [DP case_agr,wh,cl]]",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[DP case_agr,wh,cl]",0,1.0968157114895863e-12,1.0967593932067141e-12,-61.70456848834958,-61.70456848834958,xMerge,"[.. [DP2 case_agr] [DP case_agr,wh,cl]]",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[DP case_agr,wh,cl]",0,1.1846372897969906e-06,1.1845764621326085e-06,-47.81203246121915,-47.81203246121915,rMerge,"[DP case_agr,wh,cl]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [V] [DP case_agr,wh,cl]]",1,0.9690484979554725,0.9994153387644905,-78.53131305844099,-74.53131305844099,Label,"[V [V] [DP case_agr,wh,cl]]",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0
"eweDefault_[.. [V] [DP case_agr,wh,cl]]",0,4.5984687586635786e-10,8.686319720522738e-12,-100.0,-100.0,Label,"[DP case_agr,wh,cl [V] [DP case_agr,wh,cl]]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
"eweDefault_[.. [V] [DP case_agr,wh,cl]]",0,2.1589644730294942e-05,4.078195734754598e-07,-89.2431692084495,-89.2431692084495,xMerge,"[.. [v case] [.. [V] [DP case_agr,wh,cl]]]",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [V] [DP case_agr,wh,cl]]",0,2.1589644730294942e-05,4.078195734754598e-07,-89.2431692084495,-89.2431692084495,xMerge,"[.. [T case] [.. [V] [DP case_agr,wh,cl]]]",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [V] [DP case_agr,wh,cl]]",0,2.1589644730294942e-05,4.078195734754598e-07,-89.2431692084495,-89.2431692084495,xMerge,"[.. [C cl_agr] [.. [V] [DP case_agr,wh,cl]]]",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [V] [DP case_agr,wh,cl]]",0,2.1589644730294942e-05,4.078195734754598e-07,-89.2431692084495,-89.2431692084495,xMerge,"[.. [DP2 case_agr] [.. [V] [DP case_agr,wh,cl]]]",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [V] [DP case_agr,wh,cl]]",0,3.7131597091012524e-26,7.014007074822522e-28,-137.05520166966866,-137.05520166966866,iMerge,"[.. [V] [.. [V] [DP case_agr,wh,cl]]]",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [V] [DP case_agr,wh,cl]]",0,3.3853685977232926e-14,6.394823049790257e-16,-109.51660094956873,-109.51660094956873,iMerge,"[.. [DP case_agr,wh,cl] [.. [V] [DP case_agr,wh,cl]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [V] [DP case_agr,wh,cl]]",0,0.03086514300572546,0.0005830299485285725,-81.9780002294688,-81.9780002294688,rMerge,"[.. [V] [DP case_agr,wh,cl]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[V [V] [DP case_agr,wh,cl]]",1,0.9937751294863149,0.9998841238360562,-76.9048527747505,-72.9048527747505,xMerge,"[.. [v case] [V [V] [DP case_agr,wh,cl]]]",0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[V [V] [DP case_agr,wh,cl]]",0,1.0899982274299832e-12,1.0966987302047305e-12,-104.44345349485042,-100.44345349485042,xMerge,"[.. [T case] [V [V] [DP case_agr,wh,cl]]]",1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[V [V] [DP case_agr,wh,cl]]",0,1.0899982274299832e-12,1.0966987302047305e-12,-104.44345349485042,-100.44345349485042,xMerge,"[.. [C cl_agr] [V [V] [DP case_agr,wh,cl]]]",1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[V [V] [DP case_agr,wh,cl]]",0,1.0899982274299832e-12,1.0966987302047305e-12,-104.44345349485042,-100.44345349485042,xMerge,"[.. [DP2 case_agr] [V [V] [DP case_agr,wh,cl]]]",1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[V [V] [DP case_agr,wh,cl]]",0,0.00622369323648257,0.00011469164971184157,-81.9780002294688,-81.9780002294688,iMerge,"[.. [DP case_agr,wh,cl] [V [V] [DP case_agr,wh,cl]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[V [V] [DP case_agr,wh,cl]]",0,1.1772739326213042e-06,1.1845109418692604e-06,-90.55091746771998,-86.55091746771998,rMerge,"[V [V] [DP case_agr,wh,cl]]",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [v case] [V [V] [DP case_agr,wh,cl]]]",1,0.9999999999491739,0.999999999999983,-85.8139921773733,-77.8139921773733,Label,"[v case [v case] [V [V] [DP case_agr,wh,cl]]]",0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0.0
"eweDefault_[.. [v case] [V [V] [DP case_agr,wh,cl]]]",0,2.7484740939908854e-24,3.7196551999764813e-25,-140.06498852641354,-134.06498852641354,Label,"[V [v case] [V [V] [DP case_agr,wh,cl]]]",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0
"eweDefault_[.. [v case] [V [V] [DP case_agr,wh,cl]]]",0,8.90154551690692e-21,1.6303749324757926e-22,-131.98205421495032,-127.98205421495034,xMerge,"[.. [T case] [.. [v case] [V [V] [DP case_agr,wh,cl]]]]",2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [v case] [V [V] [DP case_agr,wh,cl]]]",0,8.90154551690692e-21,1.6303749324757926e-22,-131.98205421495032,-127.98205421495034,xMerge,"[.. [C cl_agr] [.. [v case] [V [V] [DP case_agr,wh,cl]]]]",2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [v case] [V [V] [DP case_agr,wh,cl]]]",0,8.90154551690692e-21,1.6303749324757926e-22,-131.98205421495032,-127.98205421495034,xMerge,"[.. [DP2 case_agr] [.. [v case] [V [V] [DP case_agr,wh,cl]]]]",2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [v case] [V [V] [DP case_agr,wh,cl]]]",0,1.5309589655141174e-41,2.804049156725133e-43,-179.79408667616948,-175.79408667616948,iMerge,"[.. [v case] [.. [v case] [V [V] [DP case_agr,wh,cl]]]]",2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [v case] [V [V] [DP case_agr,wh,cl]]]",0,1.3958086406977927e-29,2.5565127022094627e-31,-152.25548595606955,-148.25548595606955,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [v case] [V [V] [DP case_agr,wh,cl]]]]",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [v case] [V [V] [DP case_agr,wh,cl]]]",0,5.082621900995086e-11,1.705029699629303e-14,-109.51660094956873,-109.51660094956873,iMerge,"[.. [DP case_agr,wh,cl] [.. [v case] [V [V] [DP case_agr,wh,cl]]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [v case] [V [V] [DP case_agr,wh,cl]]]",0,1.2725891453219348e-17,2.3308283240623693e-19,-124.71688523596964,-120.71688523596964,rMerge,"[.. [v case] [V [V] [DP case_agr,wh,cl]]]",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v case [v case] [V [V] [DP case_agr,wh,cl]]]",0,4.809674570388066e-29,1.4337437825667925e-25,-147.18233850135127,-139.18233850135127,xMerge,"[.. [T case] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",1,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v case [v case] [V [V] [DP case_agr,wh,cl]]]",0,4.809674570388066e-29,1.4337437825667925e-25,-147.18233850135127,-139.18233850135127,xMerge,"[.. [C cl_agr] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",1,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v case [v case] [V [V] [DP case_agr,wh,cl]]]",0,4.3850850842613266e-17,1.3071754405784644e-13,-119.64373778125133,-111.64373778125133,xMerge,"[.. [DP2 case_agr] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v case [v case] [V [V] [DP case_agr,wh,cl]]]",0,2.746237410310805e-19,1.499394821547632e-17,-124.71688523596964,-120.71688523596964,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v case [v case] [V [V] [DP case_agr,wh,cl]]]",1,1.0,0.9999999999998693,-81.9780002294688,-81.9780002294688,iMerge,"[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v case [v case] [V [V] [DP case_agr,wh,cl]]]",0,5.194783214886616e-23,1.548543051536476e-19,-133.28980247422083,-125.28980247422082,rMerge,"[v case [v case] [V [V] [DP case_agr,wh,cl]]]",0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",1,1.0,1.0,0.0,0.0,Agree,"[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,7.027746745521815e-71,5.1928414951737995e-70,-161.53367546797256,-159.53367546797256,Label,"[DP case_agr,wh,cl [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
"eweDefault_[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1.962088752824705e-19,1.0712641610506811e-17,-43.075107170872464,-39.075107170872464,Label,"[v case [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
"eweDefault_[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1.746562234236783e-39,1.746562234236783e-39,-89.2431692084495,-89.2431692084495,xMerge,"[.. [T case] [.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1.746562234236783e-39,1.746562234236783e-39,-89.2431692084495,-89.2431692084495,xMerge,"[.. [C cl_agr] [.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1.746562234236783e-39,1.746562234236783e-39,-89.2431692084495,-89.2431692084495,xMerge,"[.. [DP2 case_agr] [.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,2.7387004351478565e-48,2.7387004351478565e-48,-109.51660094956873,-109.51660094956873,iMerge,"[.. [DP case_agr,wh,cl] [.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,2.0654785479705078e-85,6.157104774636036e-82,-194.9943709625704,-186.9943709625704,iMerge,"[.. [v case [v case] [V [V] [DP case_agr,wh,cl]]] [.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,1,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,7.521121590637631e-67,4.106393250231539e-65,-152.25548595606955,-148.25548595606955,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,2.4969328491298995e-36,2.4969328491298995e-36,-81.9780002294688,-81.9780002294688,rMerge,"[.. [DP case_agr,wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,2.637959459154385e-64,3.570089905713603e-65,-161.53367546797256,-159.53367546797256,Label,"[DP wh,cl [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
"eweDefault_[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",1,1.0,1.0,-15.13823520250731,-11.13823520250731,Label,"[v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
"eweDefault_[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,6.555956743521836e-33,1.2007653628450765e-34,-89.2431692084495,-89.2431692084495,xMerge,"[.. [T case] [.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,6.555956743521836e-33,1.2007653628450765e-34,-89.2431692084495,-89.2431692084495,xMerge,"[.. [C cl_agr] [.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,6.555956743521836e-33,1.2007653628450765e-34,-89.2431692084495,-89.2431692084495,xMerge,"[.. [DP2 case_agr] [.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1.0280081198560731e-41,1.8828625497970403e-43,-109.51660094956873,-109.51660094956873,iMerge,"[.. [DP wh,cl] [.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,7.753052109868963e-79,4.233023023094111e-77,-194.9943709625704,-186.9943709625704,iMerge,"[.. [v case [v case] [V [V] [DP case_agr,wh,cl]]] [.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,1,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,2.823154356852062e-60,2.8231543568520625e-60,-152.25548595606955,-148.25548595606955,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,9.372573979608384e-30,1.7166468046845342e-31,-81.9780002294688,-81.9780002294688,rMerge,"[.. [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1.0968245268203539e-12,1.0968245268203587e-12,-76.50658152648526,-72.50658152648526,xMerge,"[.. [T case] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1.0968245268203539e-12,1.0968245268203587e-12,-76.50658152648526,-72.50658152648526,xMerge,"[.. [C cl_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",1,0.9999988153509908,0.9999988153509953,-48.96798080638534,-44.96798080638534,xMerge,"[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,4.612434400619102e-15,8.447968287971494e-17,-81.9780002294688,-81.9780002294688,iMerge,"[.. [DP wh,cl] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1.2666839903584672e-33,1.266683990358473e-33,-124.71688523596964,-120.71688523596964,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1.18464681096763e-06,1.1846468109676352e-06,-62.61404549935483,-58.61404549935483,rMerge,"[v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,0.999998588817434,0.9999999741532538,-29.60402607627137,-21.60402607627137,Label,"[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1.0
"eweDefault_[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,1.4111825660147953e-06,2.5846746091628393e-08,-43.075107170872464,-39.075107170872464,Label,"[v [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
"eweDefault_[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,4.683990826725958e-33,8.579040338897802e-35,-104.04518224658518,-100.04518224658518,xMerge,"[.. [T case] [.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,4.683990826725958e-33,8.579040338897802e-35,-104.04518224658518,-100.04518224658518,xMerge,"[.. [C cl_agr] [.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,8.055901907081237e-54,1.475491946583548e-55,-151.85721470780433,-147.85721470780433,iMerge,"[.. [DP2 case_agr] [.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,7.344741265969593e-42,1.3452381511934793e-43,-124.31861398770441,-120.31861398770441,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,1.9697408193456344e-35,6.607753469403141e-39,-109.51660094956873,-109.51660094956873,iMerge,"[.. [DP wh,cl] [.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,5.409375926703316e-54,9.907631334087908e-56,-152.25548595606955,-148.25548595606955,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,6.696360616881159e-30,1.2264829283661427e-31,-96.78001326760449,-92.78001326760449,rMerge,"[.. [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,8.03713633494521e-06,5.938380264664122e-05,-75.50142232579918,-65.50142232579918,mtAgree,"[DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0.0
"eweDefault_[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",1,0.999990765855585,0.9999394316156449,-63.76999384452103,-55.76999384452103,xMerge,"[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
"eweDefault_[DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]",0,1.0968156979259128e-12,1.0967593932057797e-12,-91.30859456462095,-83.30859456462095,xMerge,"[.. [C cl_agr] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0
