input,winner,probability,harmony,operation,output,merge_cond_(58.05),exhaust_ws_(55.79),label_cons_(40.73),case_agr_(34.80),wh_agr_(0.00),foc_agr_(0.00),cl_agr_(0.00),case_(73.57),wh_(0.00),foc_(0.00),cl_(0.00),case_mt_(86.51),wh_mt_(0.00),foc_mt_(0.00),cl_mt_(0.00),LB_DP_(100.00),LB_V_(47.53),LB_v_(0.00),LB_DP2_(3.00),LB_T_(14.10),LB_C_(0.00)
accusative_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1.0,-14.10023051148639,Label,[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
accusative_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,7.362213656800829e-28,-76.57625245921362,Label,[DP2 [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0
accusative_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.672318530327761e-37,-98.78166794717879,xMerge,[.. [C] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,9.88547294078259e-62,-154.56943997735158,iMerge,[.. [T case] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6079722055327657e-36,-96.51831997378109,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6079722055327657e-36,-96.51831997378109,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6079722055327657e-36,-96.51831997378109,iMerge,[.. [DP] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.2432327911546887e-51,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.6079722055327657e-36,-96.51831997378109,rMerge,[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0.999999711111309,-40.730547943608315,xMerge,[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,5.911236349838162e-25,-96.51831997378109,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,5.911236349838162e-25,-96.51831997378109,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,5.911236349838162e-25,-96.51831997378109,iMerge,[.. [DP] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,4.570379289578212e-40,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,2.8888869094802855e-07,-55.787772030172775,rMerge,[T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0.999999247775683,0.0,Label,[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
accusative_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,7.522243169122732e-07,-14.10023051148639,Label,[T [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
accusative_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,7.436093130234944e-68,-154.56943997735158,iMerge,[.. [C] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.209555793920806e-42,-96.51831997378109,iMerge,[.. [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.209555793920806e-42,-96.51831997378109,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.209555793920806e-42,-96.51831997378109,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.209555793920806e-42,-96.51831997378109,iMerge,[.. [DP] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,9.351899370892745e-58,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.209555793920806e-42,-96.51831997378109,rMerge,[.. [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,2.046198600035057e-18,-96.51831997378109,iMerge,[.. [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,2.046198600035057e-18,-96.51831997378109,iMerge,[.. [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,2.046198600035057e-18,-96.51831997378109,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,2.046198600035057e-18,-96.51831997378109,iMerge,[.. [DP] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1.58205545346198e-33,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
accusative_[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1.0,-55.787772030172775,rMerge,[C [C] [T [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[DP case_agr],0,1.3140154954108165e-20,-86.50916180205752,mtAgree,[DP],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0
unaccusative_[DP case_agr],1,0.999999711111309,-40.730547943608315,xMerge,[.. [V] [DP case_agr]],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[DP case_agr],0,6.147786666316204e-26,-98.78166794717879,xMerge,[.. [v] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[DP case_agr],0,6.147786666316204e-26,-98.78166794717879,xMerge,[.. [T case] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[DP case_agr],0,6.147786666316204e-26,-98.78166794717879,xMerge,[.. [C] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[DP case_agr],0,2.8888869094802855e-07,-55.787772030172775,rMerge,[DP case_agr],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [V] [DP case_agr]],1,0.9999983883108694,-82.32876373625086,Label,[V [V] [DP case_agr]],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
unaccusative_[.. [V] [DP case_agr]],0,2.1158208977376412e-08,-100.0,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
unaccusative_[.. [V] [DP case_agr]],0,7.15473890683353e-08,-98.78166794717879,xMerge,[.. [v] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [V] [DP case_agr]],0,7.15473890683353e-08,-98.78166794717879,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [V] [DP case_agr]],0,7.15473890683353e-08,-98.78166794717879,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [V] [DP case_agr]],0,4.2293364917749944e-32,-154.56943997735158,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [V] [DP case_agr]],0,6.879443773057629e-07,-96.51831997378109,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [V] [DP case_agr]],0,6.879443773057629e-07,-96.51831997378109,rMerge,[.. [V] [DP case_agr]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[V [V] [DP case_agr]],1,0.9999997103467619,-75.52658314731514,xMerge,[.. [v] [V [V] [DP case_agr]]],0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[V [V] [DP case_agr]],0,6.147786661615929e-26,-133.5777031508856,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[V [V] [DP case_agr]],0,6.147786661615929e-26,-133.5777031508856,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[V [V] [DP case_agr]],0,7.645473809277197e-10,-96.51831997378109,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[V [V] [DP case_agr]],0,2.8888869072716365e-07,-90.58380723387958,rMerge,[V [V] [DP case_agr]],0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [v] [V [V] [DP case_agr]]],1,0.9999970588078985,-69.59207040741363,Label,[v [v] [V [V] [DP case_agr]]],0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,2.941190078145253e-06,-82.32876373625086,Label,[V [v] [V [V] [DP case_agr]]],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,1.6270147910070388e-28,-133.5777031508856,xMerge,[.. [T case] [.. [v] [V [V] [DP case_agr]]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,1.6270147910070388e-28,-133.5777031508856,xMerge,[.. [C] [.. [v] [V [V] [DP case_agr]]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,9.617671752761615e-53,-189.3654751810584,iMerge,[.. [v] [.. [v] [V [V] [DP case_agr]]]],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,1.5644116324043268e-27,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [.. [v] [V [V] [DP case_agr]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,2.0233784379045597e-12,-96.51831997378109,iMerge,[.. [DP case_agr] [.. [v] [V [V] [DP case_agr]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,1.5644116324043268e-27,-131.3143551774879,rMerge,[.. [v] [V [V] [DP case_agr]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[v [v] [V [V] [DP case_agr]]],0,1.0112742501242093e-06,-110.32261835102194,xMerge,[.. [T case] [v [v] [V [V] [DP case_agr]]]],0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[v [v] [V [V] [DP case_agr]]],0,6.217100146952367e-32,-168.37373835459243,xMerge,[.. [C] [v [v] [V [V] [DP case_agr]]]],1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[v [v] [V [V] [DP case_agr]]],0,7.731673032825209e-16,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [v [v] [V [V] [DP case_agr]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[v [v] [V [V] [DP case_agr]]],1,0.999998988725457,-96.51831997378109,iMerge,[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[v [v] [V [V] [DP case_agr]]],0,2.9214577870544366e-13,-125.3798424375864,rMerge,[v [v] [V [V] [DP case_agr]]],0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,4.811471201910602e-29,-100.0,Label,[DP case_agr [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1.0,-34.796035203706815,Label,[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.6270195763841777e-28,-98.78166794717879,xMerge,[.. [T case] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.6270195763841777e-28,-98.78166794717879,xMerge,[.. [C] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.5644162336529858e-27,-96.51831997378109,iMerge,[.. [DP case_agr] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,9.351906405624086e-58,-166.11039038119472,iMerge,[.. [v [v] [V [V] [DP case_agr]]] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.20955670377878e-42,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.5644162336529858e-27,-96.51831997378109,rMerge,[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,0.9999997103467619,-75.52658314731514,xMerge,[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,6.147786661615929e-26,-133.5777031508856,xMerge,[.. [C] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,7.645473809277197e-10,-96.51831997378109,iMerge,[.. [DP case_agr] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,5.911236345318826e-25,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.8888869072716365e-07,-90.58380723387958,rMerge,[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0.9999973101216828,-83.69230091890002,Label,[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1.9216846613993703e-11,-108.36753202281548,Label,[v [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.162937224228062e-22,-133.5777031508856,xMerge,[.. [C] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1.2785636835900684e-46,-189.3654751810584,iMerge,[.. [T case] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.079713210012279e-21,-131.3143551774879,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.689859100380648e-06,-96.51831997378109,iMerge,[.. [DP case_agr] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.079713210012279e-21,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.079713210012279e-21,-131.3143551774879,rMerge,[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1.0112742501242086e-06,-110.32261835102194,xMerge,[.. [C] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,7.731673032825203e-16,-131.3143551774879,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0.9999989887254562,-96.51831997378109,iMerge,[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,7.731673032825203e-16,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
